# |S| & |V| &  time limit     &  first int    &  time       &  cost          &  time limit &  first int  &  time       &  cost           
200 & 16  &   9                     &  1262.95        &  3600.00     &  465.00       &  9           &  nan             &  3600.00    &  nan      
200 & 18  &   8                     &  104.93         &  3230.79     &  352.00       &  9           &  nan             &  3600.00    &  nan      
225 & 2   &   0                     &  0.01           &  0.01        &  19.67        &  0           &  0.15            &  0.34       &  19.67    
225 & 4   &   0                     &  0.05           &  0.37        &  56.33        &  0           &  3.52            &  23.51      &  56.33    
225 & 6   &   0                     &  1.19           &  1.52        &  130.67       &  0           &  69.38           &  697.81     &  159.11   
225 & 8   &   0                     &  0.86           &  2.39        &  159.67       &  7           &  359.11          &  3273.55    &  162.56   
225 & 10  &   0                     &  2.06           &  16.18       &  191.00       &  9           &  1689.94         &  3600.00    &  284.44   
225 & 12  &   0                     &  12.39          &  51.23       &  267.89       &  9           &  2448.91         &  3600.00    &  951.75   
225 & 14  &   6                     &  48.74          &  2816.50     &  326.17       &  9           &  nan             &  3600.00    &  nan      
225 & 16  &   9                     &  497.86         &  3600.00     &  588.00       &  9           &  nan             &  3600.00    &  nan      
225 & 18  &   9                     &  579.64         &  3600.00     &  1352.83      &  2           &  nan             &  3600.00    &  nan      
250 & 2   &   0                     &  0.02           &  0.02        &  19.67        &  0           &  0.19            &  0.42       &  19.67    
250 & 4   &   0                     &  0.05           &  0.41        &  56.33        &  0           &  5.34            &  33.30      &  56.33    
250 & 6   &   0                     &  0.25           &  0.51        &  130.67       &  1           &  61.85           &  1209.78    &  169.89   
250 & 8   &   0                     &  0.96           &  1.93        &  159.67       &  7           &  611.69          &  3275.76    &  167.33   
250 & 10  &   0                     &  1.22           &  22.07       &  191.78       &  9           &  1795.74         &  3600.00    &  295.71   
250 & 12  &   0                     &  7.11           &  21.10       &  267.33       &  9           &  3442.45         &  3600.00    &  830.00   
250 & 14  &   5                     &  272.74         &  2373.02     &  735.12       &  9           &  3200.92         &  3600.00    &  866      
250 & 16  &   9                     &  325.45         &  3600.00     &  1041.00      &  9           &  nan             &  3600.00    &  nan      
250 & 18  &   8                     &  39.81          &  3204.58     &  823.60       &  9           &  nan             &  nan        &  nan      
